smiles_monomer,pm,distribution,ref,comment,mechanism,Mn,Mv,Mw,PDI,Tc,Td,Tg,Tm,density,elongation to break,elongation_at_break,flexural_strength,modulus,modulus_of_elasticity,notched_strength,set,tensile modulus,tensile strength,tensile stress relaxation,tensile_strength,unnotched_strength,yield_elongation,yield_strength,monomers,data_id
O=C(O)C[C@@H](O)c1ccccc1.O=C(O)C[C@H](O)c1ccccc1..CCCC[C@H](O)CC(=O)O,0.5,"[1, 0.2]","Westlie, A. H., & Chen, E. Y. X. (2020). Catalyzed chemical synthesis of unnatural aromatic polyhydroxyalkanoate and aromatic-aliphatic phas with record-high glass-transition and decomposition temperatures. Macromolecules, 53(22), 9906-9915. https://doi.org/10.1021/acs.macromol.0c02110","#19, Table 3",ester_stereo,117000,,149760,1.28,,,33,,,,,,,,,,,,,,,,,"[['O=C(O)C[C@@H](O)c1ccccc1', 'O=C(O)C[C@H](O)c1ccccc1'], ['CCCC[C@H](O)CC(=O)O']]",628
O=C(O)C[C@@H](O)c1ccccc1.O=C(O)C[C@H](O)c1ccccc1..CCCC[C@H](O)CC(=O)O,0.5,"[1, 0.2]","Westlie, A. H., & Chen, E. Y. X. (2020). Catalyzed chemical synthesis of unnatural aromatic polyhydroxyalkanoate and aromatic-aliphatic phas with record-high glass-transition and decomposition temperatures. Macromolecules, 53(22), 9906-9915. https://doi.org/10.1021/acs.macromol.0c02110",Fig 11 and text,ester_stereo,205000,,248050,1.21,,,33,,,,191,,500,,,,,,,22.7,,,,"[['O=C(O)C[C@@H](O)c1ccccc1', 'O=C(O)C[C@H](O)c1ccccc1'], ['CCCC[C@H](O)CC(=O)O']]",629
O=C(O)C[C@@H](O)c1ccccc1.O=C(O)C[C@H](O)c1ccccc1..C[C@H](O)CC(=O)O,0.5,"[1, 1]","Westlie, A. H., & Chen, E. Y. X. (2020). Catalyzed chemical synthesis of unnatural aromatic polyhydroxyalkanoate and aromatic-aliphatic phas with record-high glass-transition and decomposition temperatures. Macromolecules, 53(22), 9906-9915. https://doi.org/10.1021/acs.macromol.0c02110","#15, table 3",ester_stereo,58900,,68324,1.16,,,28,,,,,,,,,,,,,,,,,"[['O=C(O)C[C@@H](O)c1ccccc1', 'O=C(O)C[C@H](O)c1ccccc1'], ['C[C@H](O)CC(=O)O']]",630
O=C(O)C[C@@H](O)c1ccccc1.O=C(O)C[C@H](O)c1ccccc1..C[C@H](O)CC(=O)O,0.5,"[1, 5]","Westlie, A. H., & Chen, E. Y. X. (2020). Catalyzed chemical synthesis of unnatural aromatic polyhydroxyalkanoate and aromatic-aliphatic phas with record-high glass-transition and decomposition temperatures. Macromolecules, 53(22), 9906-9915. https://doi.org/10.1021/acs.macromol.0c02110","#16, table 3",ester_stereo,93300,,103563,1.11,,,14,,,,,,,,,,,,,,,,,"[['O=C(O)C[C@@H](O)c1ccccc1', 'O=C(O)C[C@H](O)c1ccccc1'], ['C[C@H](O)CC(=O)O']]",631
O=C(O)[C@@H](O)COCc1ccccc1.O=C(O)[C@H](O)COCc1ccccc1,1,[],"Zhong, Y., Feng, Q., Wang, X., Yang, L., Korovich, A. G., Madsen, L. A., & Tong, R. (2021). Photocatalyst-independent photoredox ring-opening polymerization ofO-carboxyanhydrides: stereocontrol and mechanism. Chemical Science, 12(10), 3702-3712. https://doi.org/10.1039/d0sc05550f","table s10, #4",ester_stereo,79600,,81988,1.03,,,8,,,,,,,,,,,,,,,,,"('O=C(O)[C@@H](O)COCc1ccccc1', 'O=C(O)[C@H](O)COCc1ccccc1')",632
O=C(O)[C@@H](O)Cc1ccccc1.O=C(O)[C@H](O)Cc1ccccc1,0.11,[],"Zhong, Y., Feng, Q., Wang, X., Yang, L., Korovich, A. G., Madsen, L. A., & Tong, R. (2021). Photocatalyst-independent photoredox ring-opening polymerization ofO-carboxyanhydrides: stereocontrol and mechanism. Chemical Science, 12(10), 3702-3712. https://doi.org/10.1039/d0sc05550f","table s10, #3",ester_stereo,106000,,112000,1.06,,,61,,,,,,,,,,,,,,,,,"('O=C(O)[C@@H](O)Cc1ccccc1', 'O=C(O)[C@H](O)Cc1ccccc1')",633
O=C(O)[C@@H](O)Cc1ccccc1.O=C(O)[C@H](O)Cc1ccccc1,0.79,[],"Zhong, Y., Feng, Q., Wang, X., Chen, J., Cai, W., & Tong, R. (2020). Functionalized Polyesters via Stereoselective Electrochemical Ring-Opening Polymerization of O-Carboxyanhydrides. ACS Macro Letters, 9(8), 1114‚Äö√Ñ√¨1118. https://doi.org/10.1021/acsmacrolett.0c00364",Scheme 3.low,ester_stereo,,,,,,,58,,,,,,,,,,,,,,,,,"('O=C(O)[C@@H](O)Cc1ccccc1', 'O=C(O)[C@H](O)Cc1ccccc1')",634
O=C(O)[C@@H](O)Cc1ccccc1.O=C(O)[C@H](O)Cc1ccccc1,0.95,[],"Zhong, Y., Feng, Q., Wang, X., Chen, J., Cai, W., & Tong, R. (2020). Functionalized Polyesters via Stereoselective Electrochemical Ring-Opening Polymerization of O-Carboxyanhydrides. ACS Macro Letters, 9(8), 1114‚Äö√Ñ√¨1118. https://doi.org/10.1021/acsmacrolett.0c00364",Scheme 3.up,ester_stereo,,,,,,,46,,,,,,,,,,,,,,,,,"('O=C(O)[C@@H](O)Cc1ccccc1', 'O=C(O)[C@H](O)Cc1ccccc1')",635
O=C(O)[C@@H](O)Cc1ccccc1.O=C(O)[C@H](O)Cc1ccccc1,1,[],"Feng, Q., Yang, L., Zhong, Y., Guo, D., Liu, G., Xie, L., Huang, W., & Tong, R. (2018). Stereoselective photoredox ring-opening polymerization of O-carboxyanhydrides. Nature Communications, 9(1), 1-10. https://doi.org/10.1038/s41467-018-03879-5","table s2, #2",ester_stereo,47200,,47672,1.01,,,50,,,,,,,,,,,,,,,,,"('O=C(O)[C@@H](O)Cc1ccccc1', 'O=C(O)[C@H](O)Cc1ccccc1')",636
O=C(O)[C@@H](O)Cc1ccccc1.O=C(O)[C@H](O)Cc1ccccc1,1,[],"Zhong, Y., Feng, Q., Wang, X., Yang, L., Korovich, A. G., Madsen, L. A., & Tong, R. (2021). Photocatalyst-independent photoredox ring-opening polymerization ofO-carboxyanhydrides: stereocontrol and mechanism. Chemical Science, 12(10), 3702-3712. https://doi.org/10.1039/d0sc05550f","table s10, #1",ester_stereo,188000,,201000,1.07,,,51,,,,,,,,,,,,,,,,,"('O=C(O)[C@@H](O)Cc1ccccc1', 'O=C(O)[C@H](O)Cc1ccccc1')",637
O=C(O)[C@@H](O)c1ccccc1.O=C(O)[C@H](O)c1ccccc1,0.09,[],"Zhong, Y., Feng, Q., Wang, X., Yang, L., Korovich, A. G., Madsen, L. A., & Tong, R. (2021). Photocatalyst-independent photoredox ring-opening polymerization ofO-carboxyanhydrides: stereocontrol and mechanism. Chemical Science, 12(10), 3702-3712. https://doi.org/10.1039/d0sc05550f","table s10, #15",ester_stereo,14200,,15194,1.07,,,74,145,,,,,,,,,,,,,,,,"('O=C(O)[C@@H](O)c1ccccc1', 'O=C(O)[C@H](O)c1ccccc1')",638
O=C(O)[C@@H](O)c1ccccc1.O=C(O)[C@H](O)c1ccccc1,0.18,[],"Zhong, Y., Feng, Q., Wang, X., Yang, L., Korovich, A. G., Madsen, L. A., & Tong, R. (2021). Photocatalyst-independent photoredox ring-opening polymerization ofO-carboxyanhydrides: stereocontrol and mechanism. Chemical Science, 12(10), 3702-3712. https://doi.org/10.1039/d0sc05550f","table s10, #14",ester_stereo,8400,,9072,1.08,,,76,,,,,,,,,,,,,,,,,"('O=C(O)[C@@H](O)c1ccccc1', 'O=C(O)[C@H](O)c1ccccc1')",639
O=C(O)[C@@H](O)c1ccccc1.O=C(O)[C@H](O)c1ccccc1,0.6,[],"Jiang, J., Cui, Y., Lu, Y., Zhang, B., Pan, X., & Wu, J. (2020). Weak Lewis Pairs as Catalysts for Highly Isoselective Ring-Opening Polymerization of Epimerically Labile rac-O-Carboxyanhydride of Mandelic Acid. Macromolecules, 53(3), 946-955. https://doi.org/10.1021/acs.macromol.9b02302",Figure 6a,ester_stereo,,,,,,,,84,,,,,,,,,,,,,,,,"('O=C(O)[C@@H](O)c1ccccc1', 'O=C(O)[C@H](O)c1ccccc1')",640
O=C(O)[C@@H](O)c1ccccc1.O=C(O)[C@H](O)c1ccccc1,0.92,[],"Jiang, J., Cui, Y., Lu, Y., Zhang, B., Pan, X., & Wu, J. (2020). Weak Lewis Pairs as Catalysts for Highly Isoselective Ring-Opening Polymerization of Epimerically Labile rac-O-Carboxyanhydride of Mandelic Acid. Macromolecules, 53(3), 946-955. https://doi.org/10.1021/acs.macromol.9b02302",Figure 6a,ester_stereo,,,,,,,92,160,,,,,,,,,,,,,,,,"('O=C(O)[C@@H](O)c1ccccc1', 'O=C(O)[C@H](O)c1ccccc1')",641
O=C(O)[C@@H](O)c1ccccc1.O=C(O)[C@H](O)c1ccccc1,0.99,[],"Jiang, J., Cui, Y., Lu, Y., Zhang, B., Pan, X., & Wu, J. (2020). Weak Lewis Pairs as Catalysts for Highly Isoselective Ring-Opening Polymerization of Epimerically Labile rac-O-Carboxyanhydride of Mandelic Acid. Macromolecules, 53(3), 946-955. https://doi.org/10.1021/acs.macromol.9b02302",Figure S44,ester_stereo,5300,,5830,1.1,,,88.37,183.5,,,,,,,,,,,,,,,,"('O=C(O)[C@@H](O)c1ccccc1', 'O=C(O)[C@H](O)c1ccccc1')",642
O=C(O)[C@@H](O)c1ccccc1.O=C(O)[C@H](O)c1ccccc1,0.99,[],"Jiang, J., Cui, Y., Lu, Y., Zhang, B., Pan, X., & Wu, J. (2020). Weak Lewis Pairs as Catalysts for Highly Isoselective Ring-Opening Polymerization of Epimerically Labile rac-O-Carboxyanhydride of Mandelic Acid. Macromolecules, 53(3), 946-955. https://doi.org/10.1021/acs.macromol.9b02302",Figure S45,ester_stereo,5400,,5994,1.11,,,90.14,181.7,,,,,,,,,,,,,,,,"('O=C(O)[C@@H](O)c1ccccc1', 'O=C(O)[C@H](O)c1ccccc1')",643
O=C(O)[C@@H](O)c1ccccc1.O=C(O)[C@H](O)c1ccccc1,1,[],"Zhong, Y., Feng, Q., Wang, X., Yang, L., Korovich, A. G., Madsen, L. A., & Tong, R. (2021). Photocatalyst-independent photoredox ring-opening polymerization ofO-carboxyanhydrides: stereocontrol and mechanism. Chemical Science, 12(10), 3702-3712. https://doi.org/10.1039/d0sc05550f","table s10, #11",ester_stereo,55200,,59064,1.07,,,91,213,,,,,,,,,,,,,,,,"('O=C(O)[C@@H](O)c1ccccc1', 'O=C(O)[C@H](O)c1ccccc1')",644
O=C(O)[C@@H]1CCCC[C@H]1CO.O=C(O)[C@H]1CCCC[C@@H]1CO,0.25,[],"Zhu, J. B., & Chen, E. Y. X. (2019). Catalyst-Sidearm-Induced Stereoselectivity Switching in Polymerization of a Racemic Lactone for Stereocomplexed Crystalline Polymer with a Circular Life Cycle. Angewandte Chemie - International Edition, 58(4), 1178-1182. https://doi.org/10.1002/anie.201812992","table 1, #6",ester_stereo,31700,,39300,1.24,,,48,,,,,,,,,,,,,,,,,"('O=C(O)[C@@H]1CCCC[C@H]1CO', 'O=C(O)[C@H]1CCCC[C@@H]1CO')",645
O=C(O)[C@@H]1CCCC[C@H]1CO.O=C(O)[C@H]1CCCC[C@@H]1CO,0.3,[],"Zhu, J. B., & Chen, E. Y. X. (2019). Catalyst-Sidearm-Induced Stereoselectivity Switching in Polymerization of a Racemic Lactone for Stereocomplexed Crystalline Polymer with a Circular Life Cycle. Angewandte Chemie - International Edition, 58(4), 1178-1182. https://doi.org/10.1002/anie.201812992","table 1, #5",ester_stereo,46800,,58000,1.24,,,48,,,,,,,,,,,,,,,,,"('O=C(O)[C@@H]1CCCC[C@H]1CO', 'O=C(O)[C@H]1CCCC[C@@H]1CO')",646
O=C(O)[C@@H]1CCCC[C@H]1CO.O=C(O)[C@H]1CCCC[C@@H]1CO,0.32,[],"Zhu, J. B., & Chen, E. Y. X. (2019). Catalyst-Sidearm-Induced Stereoselectivity Switching in Polymerization of a Racemic Lactone for Stereocomplexed Crystalline Polymer with a Circular Life Cycle. Angewandte Chemie - International Edition, 58(4), 1178-1182. https://doi.org/10.1002/anie.201812992","table 1, #4",ester_stereo,18600,,19000,1.02,,,45,,,,,,,,,,,,,,,,,"('O=C(O)[C@@H]1CCCC[C@H]1CO', 'O=C(O)[C@H]1CCCC[C@@H]1CO')",647
O=C(O)[C@@H]1CCCC[C@H]1CO.O=C(O)[C@H]1CCCC[C@@H]1CO,0.35,[],"Zhu, J. B., & Chen, E. Y. X. (2019). Catalyst-Sidearm-Induced Stereoselectivity Switching in Polymerization of a Racemic Lactone for Stereocomplexed Crystalline Polymer with a Circular Life Cycle. Angewandte Chemie - International Edition, 58(4), 1178-1182. https://doi.org/10.1002/anie.201812992","table 1, #3",ester_stereo,102000,,116000,1.14,,,47,,,,,,,,,,,,,,,,,"('O=C(O)[C@@H]1CCCC[C@H]1CO', 'O=C(O)[C@H]1CCCC[C@@H]1CO')",648
O=C(O)[C@@H]1CCCC[C@H]1CO.O=C(O)[C@H]1CCCC[C@@H]1CO,0.77,[],"Zhu, J. B., & Chen, E. Y. X. (2019). Catalyst-Sidearm-Induced Stereoselectivity Switching in Polymerization of a Racemic Lactone for Stereocomplexed Crystalline Polymer with a Circular Life Cycle. Angewandte Chemie - International Edition, 58(4), 1178-1182. https://doi.org/10.1002/anie.201812992","table 1, #22",ester_stereo,22400,,23300,1.04,,,49,117,,,,,,,,,,,,,,,,"('O=C(O)[C@@H]1CCCC[C@H]1CO', 'O=C(O)[C@H]1CCCC[C@@H]1CO')",649
O=C(O)[C@@H]1CCCC[C@H]1CO.O=C(O)[C@H]1CCCC[C@@H]1CO,0.82,[],"Zhu, J. B., & Chen, E. Y. X. (2019). Catalyst-Sidearm-Induced Stereoselectivity Switching in Polymerization of a Racemic Lactone for Stereocomplexed Crystalline Polymer with a Circular Life Cycle. Angewandte Chemie - International Edition, 58(4), 1178-1182. https://doi.org/10.1002/anie.201812992","table 1, #15",ester_stereo,58100,,70300,1.21,,,47,142,,,,,,,,,,,,,,,,"('O=C(O)[C@@H]1CCCC[C@H]1CO', 'O=C(O)[C@H]1CCCC[C@@H]1CO')",650
O=C(O)[C@@H]1CCCC[C@H]1CO.O=C(O)[C@H]1CCCC[C@@H]1CO,0.84,[],"Zhu, J. B., & Chen, E. Y. X. (2019). Catalyst-Sidearm-Induced Stereoselectivity Switching in Polymerization of a Racemic Lactone for Stereocomplexed Crystalline Polymer with a Circular Life Cycle. Angewandte Chemie - International Edition, 58(4), 1178-1182. https://doi.org/10.1002/anie.201812992","table 1, #19",ester_stereo,12300,,13200,1.07,,,44,156,,,,,,,,,,,,,,,,"('O=C(O)[C@@H]1CCCC[C@H]1CO', 'O=C(O)[C@H]1CCCC[C@@H]1CO')",651
O=C(O)[C@@H]1CCCC[C@H]1CO.O=C(O)[C@H]1CCCC[C@@H]1CO,0.88,[],"Zhu, J. B., & Chen, E. Y. X. (2019). Catalyst-Sidearm-Induced Stereoselectivity Switching in Polymerization of a Racemic Lactone for Stereocomplexed Crystalline Polymer with a Circular Life Cycle. Angewandte Chemie - International Edition, 58(4), 1178-1182. https://doi.org/10.1002/anie.201812992","table 1, #16",ester_stereo,9400,,9590,1.02,,,43,164,,,,,,,,,,,,,,,,"('O=C(O)[C@@H]1CCCC[C@H]1CO', 'O=C(O)[C@H]1CCCC[C@@H]1CO')",652
O=C(O)[C@@H]1CCCC[C@H]1CO.O=C(O)[C@H]1CCCC[C@@H]1CO,0.89,[],"Zhu, J. B., & Chen, E. Y. X. (2019). Catalyst-Sidearm-Induced Stereoselectivity Switching in Polymerization of a Racemic Lactone for Stereocomplexed Crystalline Polymer with a Circular Life Cycle. Angewandte Chemie - International Edition, 58(4), 1178-1182. https://doi.org/10.1002/anie.201812992","table 1, #23",ester_stereo,7860,,9040,1.15,,,43,165,,,,,,,,,,,,,,,,"('O=C(O)[C@@H]1CCCC[C@H]1CO', 'O=C(O)[C@H]1CCCC[C@@H]1CO')",653
O=C(O)[C@@H]1CCCC[C@H]1CO.O=C(O)[C@H]1CCCC[C@@H]1CO,0.89,[],"Zhu, J. B., & Chen, E. Y. X. (2019). Catalyst-Sidearm-Induced Stereoselectivity Switching in Polymerization of a Racemic Lactone for Stereocomplexed Crystalline Polymer with a Circular Life Cycle. Angewandte Chemie - International Edition, 58(4), 1178-1182. https://doi.org/10.1002/anie.201812992","table 1, #24",ester_stereo,15300,,16400,1.07,,,46,161,,,,,,,,,,,,,,,,"('O=C(O)[C@@H]1CCCC[C@H]1CO', 'O=C(O)[C@H]1CCCC[C@@H]1CO')",654
O=C(O)[C@@H]1CCCC[C@H]1CO.O=C(O)[C@H]1CCCC[C@@H]1CO,0.91,[],"Zhu, J. B., & Chen, E. Y. X. (2019). Catalyst-Sidearm-Induced Stereoselectivity Switching in Polymerization of a Racemic Lactone for Stereocomplexed Crystalline Polymer with a Circular Life Cycle. Angewandte Chemie - International Edition, 58(4), 1178-1182. https://doi.org/10.1002/anie.201812992","table 1, #20",ester_stereo,12600,,13500,1.07,,,41,170,,,,,,,,,,,,,,,,"('O=C(O)[C@@H]1CCCC[C@H]1CO', 'O=C(O)[C@H]1CCCC[C@@H]1CO')",655
O=C(O)[C@@H]1CCCC[C@H]1CO.O=C(O)[C@H]1CCCC[C@@H]1CO,0.92,[],"Zhu, J. B., & Chen, E. Y. X. (2019). Catalyst-Sidearm-Induced Stereoselectivity Switching in Polymerization of a Racemic Lactone for Stereocomplexed Crystalline Polymer with a Circular Life Cycle. Angewandte Chemie - International Edition, 58(4), 1178-1182. https://doi.org/10.1002/anie.201812992","table 1, #21",ester_stereo,10800,,13500,1.25,,,44,156,,,,,,,,,,,,,,,,"('O=C(O)[C@@H]1CCCC[C@H]1CO', 'O=C(O)[C@H]1CCCC[C@@H]1CO')",656
O=C(O)[C@@H]1CCCC[C@H]1CO.O=C(O)[C@H]1CCCC[C@@H]1CO,0.95,[],"Zhu, J. B., & Chen, E. Y. X. (2019). Catalyst-Sidearm-Induced Stereoselectivity Switching in Polymerization of a Racemic Lactone for Stereocomplexed Crystalline Polymer with a Circular Life Cycle. Angewandte Chemie - International Edition, 58(4), 1178-1182. https://doi.org/10.1002/anie.201812992","table 1, #25",ester_stereo,2830,,2940,1.04,,,33,157,,,,,,,,,,,,,,,,"('O=C(O)[C@@H]1CCCC[C@H]1CO', 'O=C(O)[C@H]1CCCC[C@@H]1CO')",657
O=C(O)[C@@H]1COC2C1OC[C@@H]2O.O=C(O)[C@@H]1COC2C1OC[C@@H]2O,0,[],"Thiyagarajan, S., Wu, J., Knoop, R. J. I., Van Haveren, J., Lutz, M., & Van Es, D. S. (2014). Isohexide hydroxy esters: Synthesis and application of a new class of biobased AB-type building blocks. RSC Advances, 4(89), 47937‚Äì47950. https://doi.org/10.1039/c4ra07896a",Table 1.PE-2,ester_stereo,2500,,2700,1.08,,,15,172,,,,,,,,,,,,,,,,"('O=C(O)[C@@H]1COC2C1OC[C@@H]2O', 'O=C(O)[C@@H]1COC2C1OC[C@@H]2O')",658
O=C(O)[C@H]1COC2C1OC[C@@H]2O.O=C(O)[C@H]1COC2C1OC[C@@H]2O,1,[],"Thiyagarajan, S., Wu, J., Knoop, R. J. I., Van Haveren, J., Lutz, M., & Van Es, D. S. (2014). Isohexide hydroxy esters: Synthesis and application of a new class of biobased AB-type building blocks. RSC Advances, 4(89), 47937‚Äì47950. https://doi.org/10.1039/c4ra07896a",Table 1.PE-1,ester_stereo,2400,,2500,1.04,,,20,,,,,,,,,,,,,,,,,"('O=C(O)[C@H]1COC2C1OC[C@@H]2O', 'O=C(O)[C@H]1COC2C1OC[C@@H]2O')",659
O=C(O)[C@H]1COC2C1OC[C@@H]2O.O=C(O)[C@H]1COC2C1OC[C@@H]2O.O=C(O)[C@@H]1COC2C1OC[C@H]2O.O=C(O)[C@@H]1COC2C1OC[C@H]2O,0.5,"[1, 1]","Thiyagarajan, S., Wu, J., Knoop, R. J. I., Van Haveren, J., Lutz, M., & Van Es, D. S. (2014). Isohexide hydroxy esters: Synthesis and application of a new class of biobased AB-type building blocks. RSC Advances, 4(89), 47937‚Äì47950. https://doi.org/10.1039/c4ra07896a",Table 1.PE-6,ester_stereo,2700,,11100,4.1,,,30,,,,,,,,,,,,,,,,,"('O=C(O)[C@H]1COC2C1OC[C@@H]2O', 'O=C(O)[C@H]1COC2C1OC[C@@H]2O', 'O=C(O)[C@@H]1COC2C1OC[C@H]2O', 'O=C(O)[C@@H]1COC2C1OC[C@H]2O')",660
O=C(O)[C@H]1COC2C1OC[C@@H]2O.O=C(O)[C@H]1COC2C1OC[C@@H]2O.O=C(O)[C@H]1COC2C1OC[C@H]2O.O=C(O)[C@H]1COC2C1OC[C@H]2O,0.67,"[1, 1]","Thiyagarajan, S., Wu, J., Knoop, R. J. I., Van Haveren, J., Lutz, M., & Van Es, D. S. (2014). Isohexide hydroxy esters: Synthesis and application of a new class of biobased AB-type building blocks. RSC Advances, 4(89), 47937‚Äì47950. https://doi.org/10.1039/c4ra07896a",Table 1.PE-5,ester_stereo,4100,,10500,2.55,,,93,177,,,,,,,,,,,,,,,,"('O=C(O)[C@H]1COC2C1OC[C@@H]2O', 'O=C(O)[C@H]1COC2C1OC[C@@H]2O', 'O=C(O)[C@H]1COC2C1OC[C@H]2O', 'O=C(O)[C@H]1COC2C1OC[C@H]2O')",661
O=C(O)c1cc2ccccc2cc1C(=O)O[C@@H](CO)COc1ccccc1.O=C(O)c1cc2ccccc2cc1C(=O)O[C@H](CO)COc1ccccc1,0.95,[],"Li, J., Ren, B. H., Wan, Z. Q., Chen, S. Y., Liu, Y., Ren, W. M., & Lu, X. B. (2019). Enantioselective Resolution Copolymerization of Racemic Epoxides and Anhydrides: Efficient Approach for Stereoregular Polyesters and Chiral Epoxides. Journal of the American Chemical Society, 141(22), 8937‚Äì8942. https://doi.org/10.1021/jacs.9b02722",Table 1.17,ester_stereo,51400,,60138,1.17,,,,127,,,,,,,,,,,,,,,,"('O=C(O)c1cc2ccccc2cc1C(=O)O[C@@H](CO)COc1ccccc1', 'O=C(O)c1cc2ccccc2cc1C(=O)O[C@H](CO)COc1ccccc1')",662
O=C(O)c1cc2ccccc2cc1C(=O)O[C@@H]1Cc2ccccc2C[C@H]1O.O=C(O)c1cc2ccccc2cc1C(=O)O[C@H]1Cc2ccccc2C[C@@H]1O,0.9,[],"Li, J., Ren, B. H., Chen, S. Y., He, G. H., Liu, Y., Ren, W. M., Zhou, H., & Lu, X. B. (2019). Development of Highly Enantioselective Catalysts for Asymmetric Copolymerization of meso-Epoxides and Cyclic Anhydrides: Subtle Modification Resulting in Superior Enantioselectivity. ACS Catalysis, 9(3), 1915‚Äì1922. https://doi.org/10.1021/acscatal.9b00113",Table 1.10,ester_stereo,14200,,16300,1.15,,,190,,,,,,,,,,,,,,,,,"('O=C(O)c1cc2ccccc2cc1C(=O)O[C@@H]1Cc2ccccc2C[C@H]1O', 'O=C(O)c1cc2ccccc2cc1C(=O)O[C@H]1Cc2ccccc2C[C@@H]1O')",663
O=C(O)c1ccccc1C(=O)O[C@@H](CO)CCc1ccccc1.O=C(O)c1ccccc1C(=O)O[C@H](CO)CCc1ccccc1,0.99,[],"Li, J., Ren, B. H., Wan, Z. Q., Chen, S. Y., Liu, Y., Ren, W. M., & Lu, X. B. (2019). Enantioselective Resolution Copolymerization of Racemic Epoxides and Anhydrides: Efficient Approach for Stereoregular Polyesters and Chiral Epoxides. Journal of the American Chemical Society, 141(22), 8937‚Äì8942. https://doi.org/10.1021/jacs.9b02722",Table 1.14,ester_stereo,46700,,53200,1.14,,,72,,,,,,,,,,,,,,,,,"('O=C(O)c1ccccc1C(=O)O[C@@H](CO)CCc1ccccc1', 'O=C(O)c1ccccc1C(=O)O[C@H](CO)CCc1ccccc1')",664
O=C(O)c1ccccc1C(=O)O[C@@H](CO)CCl.O=C(O)c1ccccc1C(=O)O[C@H](CO)CCl,0.7,[],"Li, J., Ren, B. H., Wan, Z. Q., Chen, S. Y., Liu, Y., Ren, W. M., & Lu, X. B. (2019). Enantioselective Resolution Copolymerization of Racemic Epoxides and Anhydrides: Efficient Approach for Stereoregular Polyesters and Chiral Epoxides. Journal of the American Chemical Society, 141(22), 8937‚Äì8942. https://doi.org/10.1021/jacs.9b02722",Table 1.15,ester_stereo,26800,,33200,1.24,,,57,105,,,,,,,,,,,,,,,,"('O=C(O)c1ccccc1C(=O)O[C@@H](CO)CCl', 'O=C(O)c1ccccc1C(=O)O[C@H](CO)CCl')",665
O=C(O)c1ccccc1C(=O)O[C@@H](CO)COCc1ccco1.O=C(O)c1ccccc1C(=O)O[C@H](CO)COCc1ccco1,0.99,[],"Li, J., Ren, B. H., Wan, Z. Q., Chen, S. Y., Liu, Y., Ren, W. M., & Lu, X. B. (2019). Enantioselective Resolution Copolymerization of Racemic Epoxides and Anhydrides: Efficient Approach for Stereoregular Polyesters and Chiral Epoxides. Journal of the American Chemical Society, 141(22), 8937‚Äì8942. https://doi.org/10.1021/jacs.9b02722",Table 1.11,ester_stereo,52900,,64000,1.21,,,,88,,,,,,,,,,,,,,,,"('O=C(O)c1ccccc1C(=O)O[C@@H](CO)COCc1ccco1', 'O=C(O)c1ccccc1C(=O)O[C@H](CO)COCc1ccco1')",666
O=C(O)c1ccccc1C(=O)O[C@@H](CO)COc1ccc2ccccc2c1.O=C(O)c1ccccc1C(=O)O[C@H](CO)COc1ccc2ccccc2c1,0.99,[],"Li, J., Ren, B. H., Wan, Z. Q., Chen, S. Y., Liu, Y., Ren, W. M., & Lu, X. B. (2019). Enantioselective Resolution Copolymerization of Racemic Epoxides and Anhydrides: Efficient Approach for Stereoregular Polyesters and Chiral Epoxides. Journal of the American Chemical Society, 141(22), 8937‚Äì8942. https://doi.org/10.1021/jacs.9b02722",Table 1.13,ester_stereo,55300,,70784,1.28,,,,113,,,,,,,,,,,,,,,,"('O=C(O)c1ccccc1C(=O)O[C@@H](CO)COc1ccc2ccccc2c1', 'O=C(O)c1ccccc1C(=O)O[C@H](CO)COc1ccc2ccccc2c1')",667
O=C(O)c1ccccc1C(=O)O[C@@H](CO)COc1cccc2ccccc12.O=C(O)c1ccccc1C(=O)O[C@H](CO)COc1cccc2ccccc12,0.99,[],"Li, J., Ren, B. H., Wan, Z. Q., Chen, S. Y., Liu, Y., Ren, W. M., & Lu, X. B. (2019). Enantioselective Resolution Copolymerization of Racemic Epoxides and Anhydrides: Efficient Approach for Stereoregular Polyesters and Chiral Epoxides. Journal of the American Chemical Society, 141(22), 8937‚Äì8942. https://doi.org/10.1021/jacs.9b02722",Table 1.12,ester_stereo,57800,,72300,1.25,,,73,,,,,,,,,,,,,,,,,"('O=C(O)c1ccccc1C(=O)O[C@@H](CO)COc1cccc2ccccc12', 'O=C(O)c1ccccc1C(=O)O[C@H](CO)COc1cccc2ccccc12')",668
